YearStart,YearEnd,LocationAbbr,Topic,Question,DataValue,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1
2012,2012,CA,Disability,Disability among adults aged >= 65 years,36.6,,36.3,36.9,Overall,Overall
2014,2014,VT,Disability,Disability among adults aged >= 65 years,34.0,,31.7,36.3,Gender,Female
2018,2018,DC,Disability,Disability among adults aged >= 65 years,36.0,,32.6,39.4,Gender,Female
2011,2011,NY,Disability,Disability among adults aged >= 65 years,38.2,,36.8,39.6,Race/Ethnicity,"Black, non-Hispanic"
2017,2017,IA,Disability,Disability among adults aged >= 65 years,30.7,,21.9,39.5,Race/Ethnicity,"Black, non-Hispanic"
2017,2017,RI,Disability,Disability among adults aged >= 65 years,32.0,,30.2,33.8,Overall,Overall
2016,2016,AZ,Disability,Disability among adults aged >= 65 years,40.3,,38.4,42.2,Race/Ethnicity,Hispanic
2016,2016,GA,Disability,Disability among adults aged >= 65 years,34.1,,28.4,39.7,Race/Ethnicity,Hispanic
2017,2017,CO,Disability,Disability among adults aged >= 65 years,30.9,,30.0,31.8,Race/Ethnicity,"White, non-Hispanic"
2012,2012,ME,Disability,Disability among adults aged >= 65 years,35.4,,34.1,36.7,Overall,Overall
2018,2018,TX,Disability,Disability among adults aged >= 65 years,40.9,,39.9,41.9,Race/Ethnicity,Hispanic
2016,2016,MI,Disability,Disability among adults aged >= 65 years,34.0,,33.5,34.5,Race/Ethnicity,"White, non-Hispanic"
2017,2017,MD,Disability,Disability among adults aged >= 65 years,28.4,,25.4,31.4,Race/Ethnicity,"Asian, non-Hispanic"
2011,2011,TX,Disability,Disability among adults aged >= 65 years,41.6,,40.8,42.3,Gender,Female
2018,2018,MO,Disability,Disability among adults aged >= 65 years,35.2,,34.4,36.1,Gender,Female
2013,2013,WI,Disability,Disability among adults aged >= 65 years,33.3,,32.3,34.2,Gender,Female
2012,2012,WA,Disability,Disability among adults aged >= 65 years,34.8,,30.0,39.5,Race/Ethnicity,Hispanic
2015,2015,MO,Disability,Disability among adults aged >= 65 years,45.2,,42.7,47.7,Race/Ethnicity,"Black, non-Hispanic"
2019,2019,WV,Disability,Disability among adults aged >= 65 years,41.4,,40.0,42.9,Race/Ethnicity,"White, non-Hispanic"
2011,2011,MI,Disability,Disability among adults aged >= 65 years,35.9,,35.3,36.5,Race/Ethnicity,"White, non-Hispanic"
2019,2019,AZ,Disability,Disability among adults aged >= 65 years,34.6,,33.3,35.9,Gender,Male
2010,2010,TX,Disability,Disability among adults aged >= 65 years,45.6,,44.1,47.1,Race/Ethnicity,"Black, non-Hispanic"
2010,2010,CA,Disability,Disability among adults aged >= 65 years,34.2,,33.6,34.8,Gender,Male
2011,2011,TN,Disability,Disability among adults aged >= 65 years,40.2,,39.3,41.1,Race/Ethnicity,"White, non-Hispanic"
2011,2011,WI,Disability,Disability among adults aged >= 65 years,48.8,,44.8,52.8,Race/Ethnicity,"Black, non-Hispanic"
2010,2010,DE,Disability,Disability among adults aged >= 65 years,35.3,,28.9,41.7,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,NC,Disability,Disability among adults aged >= 65 years,34.3,,33.6,35.0,Overall,Overall
2015,2015,FL,Disability,Disability among adults aged >= 65 years,35.0,,33.9,36.1,Race/Ethnicity,Hispanic
2014,2014,AR,Disability,Disability among adults aged >= 65 years,42.6,,41.5,43.7,Overall,Overall
2011,2011,WI,Disability,Disability among adults aged >= 65 years,46.5,,37.0,56.0,Race/Ethnicity,Hispanic
2011,2011,HI,Disability,Disability among adults aged >= 65 years,37.4,,28.8,46.1,Race/Ethnicity,Hispanic
2016,2016,CA,Disability,Disability among adults aged >= 65 years,35.6,,35.2,36.0,Overall,Overall
2015,2015,HI,Disability,Disability among adults aged >= 65 years,31.2,,29.5,33.0,Gender,Male
2014,2014,US,Disability,Disability among adults aged >= 65 years,36.5,,36.4,36.6,Gender,Female
2011,2011,MN,Disability,Disability among adults aged >= 65 years,32.8,,31.7,34.0,Gender,Male
2010,2010,MN,Disability,Disability among adults aged >= 65 years,36.4,,27.6,45.2,Race/Ethnicity,"Black, non-Hispanic"
2015,2015,DC,Disability,Disability among adults aged >= 65 years,22.3,,18.3,26.3,Race/Ethnicity,"White, non-Hispanic"
2010,2010,ND,Disability,Disability among adults aged >= 65 years,36.0,,33.2,38.9,Gender,Male
2011,2011,IL,Disability,Disability among adults aged >= 65 years,43.4,,41.6,45.2,Race/Ethnicity,"Black, non-Hispanic"
2015,2015,TX,Disability,Disability among adults aged >= 65 years,38.6,,38.0,39.2,Gender,Female
2013,2013,PR,Disability,Disability among adults aged >= 65 years,49.8,,48.9,50.7,Overall,Overall
2010,2010,UT,Disability,Disability among adults aged >= 65 years,36.5,,34.7,38.3,Gender,Female
2018,2018,HI,Disability,Disability among adults aged >= 65 years,31.2,,29.7,32.8,Gender,Female
2019,2019,HI,Disability,Disability among adults aged >= 65 years,32.2,,29.4,35.0,Gender,Male
2019,2019,IN,Disability,Disability among adults aged >= 65 years,33.9,,27.4,40.4,Race/Ethnicity,Hispanic
2010,2010,WY,Disability,Disability among adults aged >= 65 years,35.6,,31.9,39.3,Gender,Female
2014,2014,NC,Disability,Disability among adults aged >= 65 years,44.4,,42.9,45.9,Race/Ethnicity,"Black, non-Hispanic"
2013,2013,ID,Disability,Disability among adults aged >= 65 years,41.4,,38.8,44.0,Gender,Male
2011,2011,HI,Disability,Disability among adults aged >= 65 years,33.9,,31.9,35.8,Gender,Male
2010,2010,NE,Disability,Disability among adults aged >= 65 years,35.8,,34.1,37.5,Race/Ethnicity,"White, non-Hispanic"
2011,2011,US,Disability,Disability among adults aged >= 65 years,35.1,,35.0,35.3,Gender,Male
2016,2016,ID,Disability,Disability among adults aged >= 65 years,40.5,,38.6,42.4,Gender,Male
2018,2018,SD,Disability,Disability among adults aged >= 65 years,31.2,,29.2,33.2,Overall,Overall
2011,2011,OH,Disability,Disability among adults aged >= 65 years,35.6,,35.1,36.1,Race/Ethnicity,"White, non-Hispanic"
2016,2016,MN,Disability,Disability among adults aged >= 65 years,39.3,,33.3,45.3,Race/Ethnicity,"Asian, non-Hispanic"
2015,2015,SC,Disability,Disability among adults aged >= 65 years,37.3,,36.1,38.4,Gender,Male
2011,2011,NC,Disability,Disability among adults aged >= 65 years,36.5,,35.7,37.3,Race/Ethnicity,"White, non-Hispanic"
2010,2010,NM,Disability,Disability among adults aged >= 65 years,42.1,,39.9,44.4,Gender,Female
2012,2012,AZ,Disability,Disability among adults aged >= 65 years,33.8,,33.1,34.5,Overall,Overall
2016,2016,CT,Disability,Disability among adults aged >= 65 years,23.7,,18.3,29.1,Race/Ethnicity,"Asian, non-Hispanic"
2016,2016,NE,Disability,Disability among adults aged >= 65 years,41.6,,34.6,48.6,Race/Ethnicity,"Black, non-Hispanic"
2011,2011,CA,Disability,Disability among adults aged >= 65 years,35.5,,35.0,36.0,Race/Ethnicity,"White, non-Hispanic"
2017,2017,UT,Disability,Disability among adults aged >= 65 years,33.9,,32.7,35.1,Race/Ethnicity,"White, non-Hispanic"
2015,2015,NE,Disability,Disability among adults aged >= 65 years,33.0,,31.5,34.4,Gender,Female
2010,2010,CA,Disability,Disability among adults aged >= 65 years,50.3,,44.3,56.3,Race/Ethnicity,American Indian or Alaska Native
2014,2014,ME,Disability,Disability among adults aged >= 65 years,35.1,,33.5,36.7,Gender,Male
2014,2014,AZ,Disability,Disability among adults aged >= 65 years,56.2,,52.6,59.8,Race/Ethnicity,American Indian or Alaska Native
2014,2014,UT,Disability,Disability among adults aged >= 65 years,33.7,,32.0,35.4,Gender,Female
2010,2010,DE,Disability,Disability among adults aged >= 65 years,29.3,,27.0,31.7,Gender,Male
2012,2012,TN,Disability,Disability among adults aged >= 65 years,38.9,,37.9,39.9,Gender,Male
2016,2016,SC,Disability,Disability among adults aged >= 65 years,34.9,,26.9,42.9,Race/Ethnicity,Hispanic
2010,2010,NJ,Disability,Disability among adults aged >= 65 years,29.7,,28.6,30.9,Gender,Male
2019,2019,MO,Disability,Disability among adults aged >= 65 years,36.8,,35.4,38.3,Gender,Male
2019,2019,IA,Disability,Disability among adults aged >= 65 years,31.1,,30.2,32.0,Overall,Overall
2017,2017,US,Disability,Disability among adults aged >= 65 years,34.6,,34.5,34.7,Overall,Overall
2017,2017,HI,Disability,Disability among adults aged >= 65 years,32.3,,30.7,33.8,Gender,Female
2015,2015,WV,Disability,Disability among adults aged >= 65 years,48.8,,39.1,58.5,Race/Ethnicity,"Black, non-Hispanic"
2011,2011,VT,Disability,Disability among adults aged >= 65 years,36.1,,33.7,38.6,Gender,Female
2014,2014,RI,Disability,Disability among adults aged >= 65 years,35.8,,33.9,37.7,Race/Ethnicity,"White, non-Hispanic"
2015,2015,KY,Disability,Disability among adults aged >= 65 years,41.3,,37.6,45.0,Race/Ethnicity,"Black, non-Hispanic"
2016,2016,NM,Disability,Disability among adults aged >= 65 years,35.2,,33.6,36.8,Race/Ethnicity,"White, non-Hispanic"
2012,2012,DE,Disability,Disability among adults aged >= 65 years,32.0,,30.5,33.5,Overall,Overall
2011,2011,ID,Disability,Disability among adults aged >= 65 years,44.5,,33.6,55.4,Race/Ethnicity,Hispanic
2017,2017,MT,Disability,Disability among adults aged >= 65 years,37.6,,35.3,39.9,Gender,Male
2013,2013,US,Disability,Disability among adults aged >= 65 years,36.4,,36.3,36.5,Overall,Overall
2014,2014,PA,Disability,Disability among adults aged >= 65 years,35.3,,34.7,35.9,Gender,Female
2012,2012,NE,Disability,Disability among adults aged >= 65 years,38.0,,30.6,45.4,Race/Ethnicity,"Black, non-Hispanic"
2013,2013,NY,Disability,Disability among adults aged >= 65 years,30.7,,28.7,32.7,Race/Ethnicity,"Asian, non-Hispanic"
2017,2017,NE,Disability,Disability among adults aged >= 65 years,35.3,,26.8,43.8,Race/Ethnicity,Hispanic
2014,2014,AK,Disability,Disability among adults aged >= 65 years,43.1,,39.9,46.4,Gender,Male
2012,2012,LA,Disability,Disability among adults aged >= 65 years,42.7,,41.8,43.6,Overall,Overall
2011,2011,IL,Disability,Disability among adults aged >= 65 years,34.2,,33.7,34.7,Race/Ethnicity,"White, non-Hispanic"
2015,2015,IN,Disability,Disability among adults aged >= 65 years,28.0,,20.2,35.8,Race/Ethnicity,"Asian, non-Hispanic"
2010,2010,US,Disability,Disability among adults aged >= 65 years,37.8,,37.7,38.0,Gender,Female
2019,2019,OK,Disability,Disability among adults aged >= 65 years,39.5,,38.0,41.1,Gender,Female
2012,2012,AR,Disability,Disability among adults aged >= 65 years,41.6,,40.0,43.2,Gender,Male
2016,2016,CO,Disability,Disability among adults aged >= 65 years,32.2,,31.1,33.2,Gender,Male
2013,2013,MA,Disability,Disability among adults aged >= 65 years,43.2,,39.1,47.3,Race/Ethnicity,"Black, non-Hispanic"
2010,2010,GA,Disability,Disability among adults aged >= 65 years,39.5,,38.7,40.3,Overall,Overall
2016,2016,CA,Disability,Disability among adults aged >= 65 years,32.6,,31.8,33.4,Race/Ethnicity,"Asian, non-Hispanic"
2014,2014,NY,Disability,Disability among adults aged >= 65 years,37.1,,36.0,38.2,Race/Ethnicity,"Black, non-Hispanic"
2014,2014,MS,Disability,Disability among adults aged >= 65 years,42.9,,41.4,44.4,Race/Ethnicity,"White, non-Hispanic"
2014,2014,CT,Disability,Disability among adults aged >= 65 years,31.9,,31.0,32.8,Overall,Overall
2019,2019,AK,Disability,Disability among adults aged >= 65 years,36.1,,30.2,41.9,Gender,Male
2013,2013,TX,Disability,Disability among adults aged >= 65 years,39.9,,39.4,40.4,Overall,Overall
2012,2012,OR,Disability,Disability among adults aged >= 65 years,37.5,,31.3,43.6,Race/Ethnicity,Hispanic
2010,2010,PA,Disability,Disability among adults aged >= 65 years,37.1,,36.5,37.7,Gender,Female
2011,2011,AL,Disability,Disability among adults aged >= 65 years,49.1,,46.9,51.3,Race/Ethnicity,"Black, non-Hispanic"
2012,2012,LA,Disability,Disability among adults aged >= 65 years,40.9,,39.8,42.0,Race/Ethnicity,"White, non-Hispanic"
2016,2016,AR,Disability,Disability among adults aged >= 65 years,40.6,,39.0,42.2,Gender,Male
2016,2016,NV,Disability,Disability among adults aged >= 65 years,37.7,,33.3,42.2,Race/Ethnicity,Hispanic
2014,2014,MN,Disability,Disability among adults aged >= 65 years,43.8,,37.0,50.6,Race/Ethnicity,"Black, non-Hispanic"
2019,2019,AR,Disability,Disability among adults aged >= 65 years,40.0,,37.8,42.2,Gender,Female
2010,2010,MD,Disability,Disability among adults aged >= 65 years,33.3,,32.4,34.2,Race/Ethnicity,"White, non-Hispanic"
2012,2012,OH,Disability,Disability among adults aged >= 65 years,39.0,,33.8,44.2,Race/Ethnicity,Hispanic
2014,2014,CA,Disability,Disability among adults aged >= 65 years,34.0,,33.6,34.5,Gender,Male
2016,2016,IL,Disability,Disability among adults aged >= 65 years,33.3,,32.8,33.8,Race/Ethnicity,"White, non-Hispanic"
2011,2011,NE,Disability,Disability among adults aged >= 65 years,44.0,,35.4,52.6,Race/Ethnicity,"Black, non-Hispanic"
2012,2012,CT,Disability,Disability among adults aged >= 65 years,29.5,,28.3,30.8,Gender,Male
2010,2010,NC,Disability,Disability among adults aged >= 65 years,46.2,,44.5,47.9,Race/Ethnicity,"Black, non-Hispanic"
2014,2014,KS,Disability,Disability among adults aged >= 65 years,35.3,,34.4,36.2,Race/Ethnicity,"White, non-Hispanic"
2012,2012,OK,Disability,Disability among adults aged >= 65 years,42.9,,37.1,48.6,Race/Ethnicity,Hispanic
2010,2010,IA,Disability,Disability among adults aged >= 65 years,31.9,,30.8,32.9,Gender,Female
2014,2014,NV,Disability,Disability among adults aged >= 65 years,36.2,,34.9,37.5,Race/Ethnicity,"White, non-Hispanic"
2010,2010,OR,Disability,Disability among adults aged >= 65 years,36.8,,35.5,38.1,Gender,Female
2015,2015,IN,Disability,Disability among adults aged >= 65 years,37.1,,35.9,38.3,Gender,Male
2018,2018,MD,Disability,Disability among adults aged >= 65 years,30.7,,30.0,31.4,Overall,Overall
2010,2010,LA,Disability,Disability among adults aged >= 65 years,40.9,,39.4,42.4,Gender,Male
2010,2010,IL,Disability,Disability among adults aged >= 65 years,36.8,,36.1,37.6,Gender,Female
2017,2017,AL,Disability,Disability among adults aged >= 65 years,41.2,,40.1,42.3,Gender,Female
2015,2015,NJ,Disability,Disability among adults aged >= 65 years,30.4,,29.5,31.3,Gender,Male
2018,2018,ND,Disability,Disability among adults aged >= 65 years,33.2,,31.0,35.4,Gender,Female
2015,2015,CO,Disability,Disability among adults aged >= 65 years,41.0,,38.2,43.7,Race/Ethnicity,Hispanic
2013,2013,WA,Disability,Disability among adults aged >= 65 years,37.4,,36.6,38.2,Overall,Overall
2013,2013,VA,Disability,Disability among adults aged >= 65 years,28.5,,25.5,31.5,Race/Ethnicity,"Asian, non-Hispanic"
2018,2018,WI,Disability,Disability among adults aged >= 65 years,30.6,,29.9,31.3,Overall,Overall
2012,2012,IA,Disability,Disability among adults aged >= 65 years,32.1,,31.3,32.9,Overall,Overall
2013,2013,KS,Disability,Disability among adults aged >= 65 years,36.4,,35.4,37.4,Race/Ethnicity,"White, non-Hispanic"
2017,2017,AZ,Disability,Disability among adults aged >= 65 years,33.0,,32.1,33.9,Gender,Female
2013,2013,IN,Disability,Disability among adults aged >= 65 years,32.9,,19.8,46.0,Race/Ethnicity,"Asian, non-Hispanic"
2017,2017,AZ,Disability,Disability among adults aged >= 65 years,36.2,,29.5,42.9,Race/Ethnicity,"Asian, non-Hispanic"
2014,2014,OK,Disability,Disability among adults aged >= 65 years,45.5,,41.4,49.6,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,WY,Disability,Disability among adults aged >= 65 years,33.9,,31.4,36.4,Overall,Overall
2015,2015,NC,Disability,Disability among adults aged >= 65 years,37.0,,36.2,37.7,Gender,Female
2018,2018,KS,Disability,Disability among adults aged >= 65 years,36.5,,35.6,37.4,Overall,Overall
2018,2018,NM,Disability,Disability among adults aged >= 65 years,40.5,,38.5,42.4,Gender,Male
2014,2014,MD,Disability,Disability among adults aged >= 65 years,33.8,,33.0,34.6,Gender,Female
2019,2019,OR,Disability,Disability among adults aged >= 65 years,34.0,,32.3,35.8,Gender,Female
2016,2016,UT,Disability,Disability among adults aged >= 65 years,34.7,,26.2,43.3,Race/Ethnicity,Hispanic
2015,2015,MS,Disability,Disability among adults aged >= 65 years,31.2,,13.4,49.1,Race/Ethnicity,Hispanic
2014,2014,ND,Disability,Disability among adults aged >= 65 years,32.6,,30.0,35.3,Gender,Female
2013,2013,OH,Disability,Disability among adults aged >= 65 years,35.6,,34.9,36.3,Gender,Female
2015,2015,TN,Disability,Disability among adults aged >= 65 years,39.0,,30.0,47.9,Race/Ethnicity,Hispanic
2015,2015,NY,Disability,Disability among adults aged >= 65 years,36.7,,35.4,38.0,Race/Ethnicity,"Black, non-Hispanic"
2014,2014,ND,Disability,Disability among adults aged >= 65 years,35.8,,33.2,38.4,Gender,Male
2019,2019,GA,Disability,Disability among adults aged >= 65 years,34.5,,33.1,35.9,Gender,Male
2014,2014,OR,Disability,Disability among adults aged >= 65 years,37.7,,36.8,38.6,Race/Ethnicity,"White, non-Hispanic"
2012,2012,GA,Disability,Disability among adults aged >= 65 years,38.2,,37.6,38.8,Overall,Overall
2019,2019,TX,Disability,Disability among adults aged >= 65 years,35.4,,34.6,36.2,Gender,Male
2016,2016,GA,Disability,Disability among adults aged >= 65 years,35.8,,35.0,36.6,Race/Ethnicity,"White, non-Hispanic"
2019,2019,MD,Disability,Disability among adults aged >= 65 years,29.4,,28.6,30.2,Race/Ethnicity,"White, non-Hispanic"
2013,2013,AZ,Disability,Disability among adults aged >= 65 years,34.7,,33.7,35.7,Gender,Female
2016,2016,DE,Disability,Disability among adults aged >= 65 years,31.1,,29.5,32.7,Overall,Overall
2017,2017,MA,Disability,Disability among adults aged >= 65 years,32.6,,31.8,33.4,Overall,Overall
2015,2015,MT,Disability,Disability among adults aged >= 65 years,47.6,,22.8,72.4,Race/Ethnicity,Hispanic
2011,2011,AZ,Disability,Disability among adults aged >= 65 years,31.6,,30.5,32.7,Race/Ethnicity,"White, non-Hispanic"
2019,2019,ND,Disability,Disability among adults aged >= 65 years,33.4,,28.8,38.0,Gender,Male
2019,2019,NE,Disability,Disability among adults aged >= 65 years,32.2,,31.0,33.4,Overall,Overall
2011,2011,DC,Disability,Disability among adults aged >= 65 years,35.2,,21.1,49.3,Race/Ethnicity,Hispanic
2011,2011,MA,Disability,Disability among adults aged >= 65 years,35.7,,34.8,36.5,Gender,Female
2015,2015,UT,Disability,Disability among adults aged >= 65 years,34.8,,33.1,36.5,Gender,Male
2017,2017,TN,Disability,Disability among adults aged >= 65 years,23.7,,16.6,30.8,Race/Ethnicity,"Asian, non-Hispanic"
2018,2018,IN,Disability,Disability among adults aged >= 65 years,34.0,,33.1,35.0,Gender,Female
2018,2018,OH,Disability,Disability among adults aged >= 65 years,34.3,,33.6,34.9,Gender,Female
2012,2012,IL,Disability,Disability among adults aged >= 65 years,38.8,,36.0,41.5,Race/Ethnicity,Hispanic
2013,2013,CO,Disability,Disability among adults aged >= 65 years,33.8,,32.7,34.9,Gender,Female
2017,2017,MN,Disability,Disability among adults aged >= 65 years,31.2,,30.5,31.9,Overall,Overall
2019,2019,WY,Disability,Disability among adults aged >= 65 years,31.8,,29.2,34.3,Race/Ethnicity,"White, non-Hispanic"
2019,2019,DE,Disability,Disability among adults aged >= 65 years,31.0,,27.5,34.5,Gender,Male
2014,2014,IA,Disability,Disability among adults aged >= 65 years,31.5,,30.7,32.3,Race/Ethnicity,"White, non-Hispanic"
2017,2017,CO,Disability,Disability among adults aged >= 65 years,31.8,,30.8,32.8,Gender,Female
2018,2018,NM,Disability,Disability among adults aged >= 65 years,34.7,,33.1,36.2,Race/Ethnicity,"White, non-Hispanic"
2015,2015,AR,Disability,Disability among adults aged >= 65 years,49.0,,45.6,52.4,Race/Ethnicity,"Black, non-Hispanic"
2013,2013,MA,Disability,Disability among adults aged >= 65 years,34.1,,33.4,34.8,Overall,Overall
2016,2016,IA,Disability,Disability among adults aged >= 65 years,31.9,,30.9,32.9,Overall,Overall
2019,2019,MS,Disability,Disability among adults aged >= 65 years,40.9,,39.7,42.1,Overall,Overall
2019,2019,NV,Disability,Disability among adults aged >= 65 years,34.4,,33.3,35.5,Overall,Overall
2010,2010,OK,Disability,Disability among adults aged >= 65 years,43.4,,41.5,45.3,Gender,Male
2017,2017,ND,Disability,Disability among adults aged >= 65 years,28.1,,25.5,30.6,Gender,Female
2013,2013,KY,Disability,Disability among adults aged >= 65 years,42.0,,40.7,43.2,Gender,Female
2012,2012,GA,Disability,Disability among adults aged >= 65 years,26.2,,21.0,31.4,Race/Ethnicity,"Asian, non-Hispanic"
2015,2015,DC,Disability,Disability among adults aged >= 65 years,29.6,,15.8,43.5,Race/Ethnicity,Hispanic
2011,2011,NJ,Disability,Disability among adults aged >= 65 years,29.8,,28.9,30.7,Gender,Male
2011,2011,NY,Disability,Disability among adults aged >= 65 years,34.0,,33.5,34.5,Overall,Overall
2016,2016,GA,Disability,Disability among adults aged >= 65 years,36.5,,35.8,37.2,Overall,Overall
2011,2011,FL,Disability,Disability among adults aged >= 65 years,38.2,,36.9,39.5,Race/Ethnicity,Hispanic
2013,2013,NH,Disability,Disability among adults aged >= 65 years,34.5,,32.6,36.4,Gender,Male
2015,2015,PR,Disability,Disability among adults aged >= 65 years,45.7,,44.3,47.1,Gender,Male
2013,2013,NM,Disability,Disability among adults aged >= 65 years,41.3,,39.6,42.9,Gender,Female
2016,2016,IL,Disability,Disability among adults aged >= 65 years,32.3,,30.3,34.2,Race/Ethnicity,Hispanic
2013,2013,MT,Disability,Disability among adults aged >= 65 years,37.8,,35.3,40.3,Gender,Male
2012,2012,KS,Disability,Disability among adults aged >= 65 years,35.1,,34.1,36.1,Overall,Overall
2018,2018,CA,Disability,Disability among adults aged >= 65 years,34.9,,34.4,35.3,Gender,Female
2013,2013,MS,Disability,Disability among adults aged >= 65 years,45.5,,43.8,47.2,Gender,Female
2018,2018,RI,Disability,Disability among adults aged >= 65 years,32.7,,29.6,35.7,Gender,Male
2017,2017,MI,Disability,Disability among adults aged >= 65 years,34.2,,33.6,34.7,Gender,Female
2012,2012,US,Disability,Disability among adults aged >= 65 years,42.4,,42.0,42.8,Race/Ethnicity,"Black, non-Hispanic"
2010,2010,WV,Disability,Disability among adults aged >= 65 years,43.4,,42.0,44.8,Overall,Overall
2018,2018,CT,Disability,Disability among adults aged >= 65 years,29.4,,28.5,30.3,Overall,Overall
2016,2016,ME,Disability,Disability among adults aged >= 65 years,33.4,,32.1,34.7,Overall,Overall
2019,2019,TN,Disability,Disability among adults aged >= 65 years,37.7,,36.9,38.5,Race/Ethnicity,"White, non-Hispanic"
2017,2017,US,Disability,Disability among adults aged >= 65 years,34.8,,34.7,35.0,Gender,Female
2011,2011,CO,Disability,Disability among adults aged >= 65 years,40.2,,37.0,43.3,Race/Ethnicity,Hispanic
2017,2017,WA,Disability,Disability among adults aged >= 65 years,29.3,,26.4,32.2,Race/Ethnicity,"Asian, non-Hispanic"
2019,2019,LA,Disability,Disability among adults aged >= 65 years,37.9,,36.7,39.1,Race/Ethnicity,"White, non-Hispanic"
2018,2018,OK,Disability,Disability among adults aged >= 65 years,45.7,,44.4,46.9,Gender,Male
2011,2011,DE,Disability,Disability among adults aged >= 65 years,34.1,,31.9,36.3,Race/Ethnicity,"White, non-Hispanic"
2017,2017,NH,Disability,Disability among adults aged >= 65 years,32.5,,30.3,34.6,Gender,Male
2011,2011,IN,Disability,Disability among adults aged >= 65 years,43.0,,39.5,46.5,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,AR,Disability,Disability among adults aged >= 65 years,40.0,,38.7,41.4,Gender,Female
2013,2013,NC,Disability,Disability among adults aged >= 65 years,38.2,,37.7,38.7,Overall,Overall
2019,2019,ME,Disability,Disability among adults aged >= 65 years,36.1,,33.4,38.8,Gender,Male
2011,2011,GA,Disability,Disability among adults aged >= 65 years,43.1,,41.5,44.7,Race/Ethnicity,"Black, non-Hispanic"
2013,2013,WI,Disability,Disability among adults aged >= 65 years,32.5,,31.9,33.1,Race/Ethnicity,"White, non-Hispanic"
2010,2010,ND,Disability,Disability among adults aged >= 65 years,34.4,,31.5,37.3,Gender,Female
2010,2010,AZ,Disability,Disability among adults aged >= 65 years,56.8,,51.8,61.8,Race/Ethnicity,American Indian or Alaska Native
2019,2019,NY,Disability,Disability among adults aged >= 65 years,30.0,,29.5,30.5,Race/Ethnicity,"White, non-Hispanic"
2012,2012,MN,Disability,Disability among adults aged >= 65 years,39.4,,33.1,45.7,Race/Ethnicity,"Asian, non-Hispanic"
2012,2012,PA,Disability,Disability among adults aged >= 65 years,34.6,,34.2,35.0,Overall,Overall
2012,2012,NM,Disability,Disability among adults aged >= 65 years,41.4,,40.1,42.7,Overall,Overall
2019,2019,PR,Disability,Disability among adults aged >= 65 years,54.5,,36.6,72.4,Race/Ethnicity,"White, non-Hispanic"
2015,2015,CA,Disability,Disability among adults aged >= 65 years,41.8,,40.2,43.4,Race/Ethnicity,"Black, non-Hispanic"
2015,2015,MN,Disability,Disability among adults aged >= 65 years,33.4,,32.6,34.2,Gender,Male
2017,2017,WY,Disability,Disability among adults aged >= 65 years,38.4,,35.3,41.5,Overall,Overall
2016,2016,VT,Disability,Disability among adults aged >= 65 years,31.2,,29.4,33.0,Race/Ethnicity,"White, non-Hispanic"
2015,2015,ME,Disability,Disability among adults aged >= 65 years,33.9,,32.8,35.0,Race/Ethnicity,"White, non-Hispanic"
2014,2014,IA,Disability,Disability among adults aged >= 65 years,30.7,,29.4,31.9,Gender,Female
2015,2015,KY,Disability,Disability among adults aged >= 65 years,40.7,,39.8,41.6,Race/Ethnicity,"White, non-Hispanic"
2011,2011,MI,Disability,Disability among adults aged >= 65 years,43.3,,36.8,49.8,Race/Ethnicity,Hispanic
2011,2011,KY,Disability,Disability among adults aged >= 65 years,51.2,,33.2,69.2,Race/Ethnicity,Hispanic
2018,2018,VA,Disability,Disability among adults aged >= 65 years,33.1,,30.5,35.7,Gender,Male
2012,2012,NC,Disability,Disability among adults aged >= 65 years,38.4,,37.7,39.2,Gender,Female
2013,2013,TN,Disability,Disability among adults aged >= 65 years,17.1,,10.3,23.9,Race/Ethnicity,"Asian, non-Hispanic"
2014,2014,NE,Disability,Disability among adults aged >= 65 years,34.5,,33.3,35.7,Race/Ethnicity,"White, non-Hispanic"
2013,2013,FL,Disability,Disability among adults aged >= 65 years,34.4,,33.9,34.9,Gender,Female
2016,2016,NE,Disability,Disability among adults aged >= 65 years,34.5,,33.6,35.4,Overall,Overall
2012,2012,MN,Disability,Disability among adults aged >= 65 years,31.2,,30.5,31.9,Race/Ethnicity,"White, non-Hispanic"
2018,2018,UT,Disability,Disability among adults aged >= 65 years,32.9,,31.8,34.0,Overall,Overall
2017,2017,ID,Disability,Disability among adults aged >= 65 years,35.7,,34.2,37.2,Overall,Overall
2012,2012,NY,Disability,Disability among adults aged >= 65 years,36.5,,35.9,37.0,Gender,Female
2010,2010,TX,Disability,Disability among adults aged >= 65 years,38.1,,37.5,38.7,Race/Ethnicity,"White, non-Hispanic"
2010,2010,NV,Disability,Disability among adults aged >= 65 years,34.6,,33.3,35.9,Race/Ethnicity,"White, non-Hispanic"
2012,2012,PA,Disability,Disability among adults aged >= 65 years,33.9,,33.5,34.3,Race/Ethnicity,"White, non-Hispanic"
2018,2018,KY,Disability,Disability among adults aged >= 65 years,39.7,,38.4,40.9,Gender,Female
2014,2014,MO,Disability,Disability among adults aged >= 65 years,37.9,,36.8,39.0,Gender,Male
2016,2016,MS,Disability,Disability among adults aged >= 65 years,40.9,,39.8,42.0,Overall,Overall
