YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,GeoLocation,ResponseID,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3,OriginalDataValue
2019,2019,MO,Missouri,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-92.56630005299968 38.635790776000476),,29,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,No
2013,2013,AK,Alaska,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-147.72205903599973 64.84507995700051),,2,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2013,2013,CT,Connecticut,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-72.64984095199964 41.56266102000046),,9,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2013,2013,WY,Wyoming,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-108.10983035299967 43.23554134300048),,56,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,No
2020,2020,MI,Michigan,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-84.71439026999968 44.6613195430005),,26,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,No
2021,2021,TN,Tennessee,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-85.77449091399967 35.68094058000048),,47,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,No
2018,2018,AR,Arkansas,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-92.27449074299966 34.74865012400045),,5,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2020,2020,IA,Iowa,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-93.81649055599968 42.46940091300047),,19,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2018,2018,MI,Michigan,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-84.71439026999968 44.6613195430005),,26,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2013,2013,VI,Virgin Islands,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-64.896335 18.335765),,78,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,Yes
2017,2017,UT,Utah,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-111.58713063499971 39.360700171000474),,49,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2016,2016,DE,Delaware,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-75.57774116799965 39.008830667000495),,10,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2013,2013,KS,Kansas,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-98.20078122699965 38.34774030000045),,20,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2019,2019,GU,Guam,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (144.793731 13.444304),,66,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2017,2017,GA,Georgia,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-83.62758034599966 32.83968109300048),,13,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2016,2016,IL,Illinois,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-88.99771017799969 40.48501028300046),,17,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,Yes
2017,2017,UT,Utah,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-111.58713063499971 39.360700171000474),,49,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,No
2013,2013,NE,Nebraska,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-99.36572062299967 41.6410409880005),,31,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2016,2016,WA,Washington,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-120.47001078999972 47.52227862900048),,53,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2019,2019,WI,Wisconsin,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-89.81637074199966 44.39319117400049),,55,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,No
2019,2019,MA,Massachusetts,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-72.08269067499964 42.27687047000046),,25,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2019,2019,AK,Alaska,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-147.72205903599973 64.84507995700051),,2,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2015,2015,PA,Pennsylvania,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-77.86070029399963 40.79373015200048),,42,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,No
2020,2020,NH,New Hampshire,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-71.50036091999965 43.65595011300047),,33,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,No
2018,2018,ND,North Dakota,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-100.11842104899966 47.47531977900047),,38,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,Yes
2021,2021,RI,Rhode Island,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-71.52247031399963 41.70828019300046),,44,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2015,2015,HI,Hawaii,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-157.85774940299973 21.304850435000446),,15,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2019,2019,UT,Utah,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-111.58713063499971 39.360700171000474),,49,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2015,2015,AZ,Arizona,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-111.76381127699972 34.865970280000454),,4,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,No
2021,2021,AK,Alaska,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-147.72205903599973 64.84507995700051),,2,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2020,2020,GU,Guam,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (144.793731 13.444304),,66,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,Yes
2014,2014,CA,California,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-120.99999953799971 37.63864012300047),,6,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,No
2014,2014,OR,Oregon,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-120.15503132599969 44.56744942400047),,41,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2016,2016,SC,South Carolina,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-81.04537120699968 33.998821303000454),,45,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2018,2018,OR,Oregon,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-120.15503132599969 44.56744942400047),,41,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,No
2014,2014,WI,Wisconsin,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-89.81637074199966 44.39319117400049),,55,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2015,2015,TX,Texas,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-99.42677020599967 31.827240407000488),,48,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2018,2018,CO,Colorado,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-106.13361092099967 38.843840757000464),,8,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,No
2019,2019,MN,Minnesota,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-94.79420050299967 46.35564873600049),,27,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,Yes
2018,2018,KY,Kentucky,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-84.77497104799966 37.645970271000465),,21,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,No
2016,2016,ME,Maine,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-68.98503133599962 45.254228894000505),,23,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2018,2018,MN,Minnesota,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-94.79420050299967 46.35564873600049),,27,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,Yes
2021,2021,ME,Maine,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-68.98503133599962 45.254228894000505),,23,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,Yes
2018,2018,TN,Tennessee,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-85.77449091399967 35.68094058000048),,47,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,No
2018,2018,IA,Iowa,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-93.81649055599968 42.46940091300047),,19,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2013,2013,NM,New Mexico,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-106.24058098499967 34.52088095200048),,35,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,No
2014,2014,NC,North Carolina,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-79.15925046299964 35.466220975000454),,37,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2017,2017,LA,Louisiana,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-92.44568007099969 31.31266064400046),,22,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2018,2018,OH,Ohio,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-82.40426005599966 40.06021014100048),,39,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2014,2014,TN,Tennessee,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-85.77449091399967 35.68094058000048),,47,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,No
2017,2017,NH,New Hampshire,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-71.50036091999965 43.65595011300047),,33,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2020,2020,VI,Virgin Islands,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-64.896335 18.335765),,78,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2017,2017,KY,Kentucky,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-84.77497104799966 37.645970271000465),,21,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,No
2015,2015,OK,Oklahoma,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-97.52107021399968 35.47203135600046),,40,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,No
2018,2018,GA,Georgia,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-83.62758034599966 32.83968109300048),,13,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,Yes
2021,2021,AZ,Arizona,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-111.76381127699972 34.865970280000454),,4,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,No
2014,2014,MO,Missouri,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-92.56630005299968 38.635790776000476),,29,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,Yes
2014,2014,MA,Massachusetts,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-72.08269067499964 42.27687047000046),,25,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2014,2014,CA,California,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-120.99999953799971 37.63864012300047),,6,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2014,2014,NH,New Hampshire,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-71.50036091999965 43.65595011300047),,33,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2018,2018,SC,South Carolina,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-81.04537120699968 33.998821303000454),,45,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,No
2019,2019,OH,Ohio,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-82.40426005599966 40.06021014100048),,39,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,Yes
2021,2021,ME,Maine,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-68.98503133599962 45.254228894000505),,23,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2017,2017,CO,Colorado,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-106.13361092099967 38.843840757000464),,8,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,No
2017,2017,GA,Georgia,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-83.62758034599966 32.83968109300048),,13,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2019,2019,IN,Indiana,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-86.14996019399968 39.766910452000445),,18,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2016,2016,WY,Wyoming,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-108.10983035299967 43.23554134300048),,56,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2019,2019,NE,Nebraska,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-99.36572062299967 41.6410409880005),,31,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2013,2013,VT,Vermont,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-72.51764079099962 43.62538123900049),,50,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,Yes
2020,2020,CA,California,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-120.99999953799971 37.63864012300047),,6,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,Yes
2017,2017,PA,Pennsylvania,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-77.86070029399963 40.79373015200048),,42,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2017,2017,RI,Rhode Island,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-71.52247031399963 41.70828019300046),,44,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,Yes
2018,2018,ND,North Dakota,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-100.11842104899966 47.47531977900047),,38,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2020,2020,MS,Mississippi,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-89.53803082499968 32.745510099000455),,28,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,No
2016,2016,VT,Vermont,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-72.51764079099962 43.62538123900049),,50,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2020,2020,AR,Arkansas,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-92.27449074299966 34.74865012400045),,5,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,Yes
2020,2020,RI,Rhode Island,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-71.52247031399963 41.70828019300046),,44,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2013,2013,ID,Idaho,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-114.3637300419997 43.682630005000476),,16,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,No
2021,2021,PA,Pennsylvania,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-77.86070029399963 40.79373015200048),,42,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2017,2017,NY,New York,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-75.54397042699964 42.82700103200045),,36,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2014,2014,NV,Nevada,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-117.07184056399967 39.493240390000494),,32,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2014,2014,VA,Virginia,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-78.45789046299967 37.54268067400045),,51,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,No
2019,2019,AK,Alaska,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-147.72205903599973 64.84507995700051),,2,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,Yes
2015,2015,AK,Alaska,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-147.72205903599973 64.84507995700051),,2,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2015,2015,MI,Michigan,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-84.71439026999968 44.6613195430005),,26,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,No
2016,2016,AL,Alabama,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-86.63186076199969 32.84057112200048),,1,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2015,2015,CT,Connecticut,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-72.64984095199964 41.56266102000046),,9,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,No
2019,2019,MD,Maryland,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-76.60926011099963 39.29058096400047),,24,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2021,2021,NV,Nevada,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-117.07184056399967 39.493240390000494),,32,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2014,2014,NC,North Carolina,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-79.15925046299964 35.466220975000454),,37,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,No
2013,2013,NM,New Mexico,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-106.24058098499967 34.52088095200048),,35,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,No
2018,2018,SC,South Carolina,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-81.04537120699968 33.998821303000454),,45,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2015,2015,OH,Ohio,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-82.40426005599966 40.06021014100048),,39,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2021,2021,UT,Utah,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-111.58713063499971 39.360700171000474),,49,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2016,2016,ID,Idaho,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-114.3637300419997 43.682630005000476),,16,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,No
2018,2018,VI,Virgin Islands,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-64.896335 18.335765),,78,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,Yes
2015,2015,WV,West Virginia,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-80.71264013499967 38.66551020200046),,54,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2014,2014,IL,Illinois,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-88.99771017799969 40.48501028300046),,17,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2019,2019,WV,West Virginia,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-80.71264013499967 38.66551020200046),,54,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,Yes
2021,2021,CT,Connecticut,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-72.64984095199964 41.56266102000046),,9,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2021,2021,IL,Illinois,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-88.99771017799969 40.48501028300046),,17,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,Yes
2015,2015,IL,Illinois,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-88.99771017799969 40.48501028300046),,17,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,Yes
2014,2014,MO,Missouri,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-92.56630005299968 38.635790776000476),,29,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,No
2017,2017,KS,Kansas,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-98.20078122699965 38.34774030000045),,20,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,Yes
2014,2014,AL,Alabama,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-86.63186076199969 32.84057112200048),,1,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2014,2014,AR,Arkansas,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-92.27449074299966 34.74865012400045),,5,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,Yes
2013,2013,WV,West Virginia,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-80.71264013499967 38.66551020200046),,54,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,Yes
2020,2020,WA,Washington,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-120.47001078999972 47.52227862900048),,53,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2017,2017,MS,Mississippi,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-89.53803082499968 32.745510099000455),,28,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
